DepartmentID,ShiftTypeName,ShiftDate,DoctorAMK
13,Afternoon,2026-03-09,10000000244
13,Afternoon,2026-03-09,10000000245
13,Night,2026-03-09,10000000246
13,Night,2026-03-09,10000000247
13,Night,2026-03-09,10000000248
13,Morning,2026-03-10,10000000240
13,Morning,2026-03-10,10000000241
13,Morning,2026-03-10,10000000242
13,Afternoon,2026-03-10,10000000243
13,Afternoon,2026-03-10,10000000244
13,Afternoon,2026-03-10,10000000245
13,Night,2026-03-10,10000000246
13,Night,2026-03-10,10000000247
13,Night,2026-03-10,10000000248
13,Morning,2026-03-11,10000000240
13,Morning,2026-03-11,10000000241
13,Morning,2026-03-11,10000000242
13,Afternoon,2026-03-11,10000000243
13,Afternoon,2026-03-11,10000000244
13,Afternoon,2026-03-11,10000000245
13,Night,2026-03-11,10000000246
13,Night,2026-03-11,10000000247
13,Night,2026-03-11,10000000248
13,Morning,2026-03-12,10000000240
13,Morning,2026-03-12,10000000241
13,Morning,2026-03-12,10000000242
13,Afternoon,2026-03-12,10000000243
13,Afternoon,2026-03-12,10000000244
13,Afternoon,2026-03-12,10000000245
13,Night,2026-03-12,10000000249
13,Night,2026-03-12,10000000250
13,Night,2026-03-12,10000000251
13,Morning,2026-03-13,10000000240
13,Morning,2026-03-13,10000000241
13,Morning,2026-03-13,10000000242
13,Afternoon,2026-03-13,10000000243
13,Afternoon,2026-03-13,10000000244
13,Afternoon,2026-03-13,10000000245
13,Night,2026-03-13,10000000249
13,Night,2026-03-13,10000000250
13,Night,2026-03-13,10000000251
13,Morning,2026-03-14,10000000240
13,Morning,2026-03-14,10000000241
13,Morning,2026-03-14,10000000242
13,Afternoon,2026-03-14,10000000243
13,Afternoon,2026-03-14,10000000244
13,Afternoon,2026-03-14,10000000245
13,Night,2026-03-14,10000000249
13,Night,2026-03-14,10000000250
13,Night,2026-03-14,10000000251
13,Morning,2026-03-15,10000000240
13,Morning,2026-03-15,10000000241
13,Morning,2026-03-15,10000000242
13,Afternoon,2026-03-15,10000000243
13,Afternoon,2026-03-15,10000000244
13,Afternoon,2026-03-15,10000000245
13,Night,2026-03-15,10000000246
13,Night,2026-03-15,10000000247
13,Night,2026-03-15,10000000248
14,Morning,2026-03-09,10000000260
14,Morning,2026-03-09,10000000261
14,Morning,2026-03-09,10000000262
14,Afternoon,2026-03-09,10000000263
14,Afternoon,2026-03-09,10000000264
14,Afternoon,2026-03-09,10000000265
14,Night,2026-03-09,10000000266
14,Night,2026-03-09,10000000267
14,Night,2026-03-09,10000000268
14,Morning,2026-03-10,10000000260
14,Morning,2026-03-10,10000000261
14,Morning,2026-03-10,10000000262
14,Afternoon,2026-03-10,10000000263
14,Afternoon,2026-03-10,10000000264
14,Afternoon,2026-03-10,10000000265
14,Night,2026-03-10,10000000266
14,Night,2026-03-10,10000000267
14,Night,2026-03-10,10000000268
14,Morning,2026-03-11,10000000260
14,Morning,2026-03-11,10000000261
14,Morning,2026-03-11,10000000262
14,Afternoon,2026-03-11,10000000263
14,Afternoon,2026-03-11,10000000264
14,Afternoon,2026-03-11,10000000265
14,Night,2026-03-11,10000000266
14,Night,2026-03-11,10000000267
14,Night,2026-03-11,10000000268
14,Morning,2026-03-12,10000000260
14,Morning,2026-03-12,10000000261
14,Morning,2026-03-12,10000000262
14,Afternoon,2026-03-12,10000000263
14,Afternoon,2026-03-12,10000000264
14,Afternoon,2026-03-12,10000000265
14,Night,2026-03-12,10000000269
14,Night,2026-03-12,10000000270
14,Night,2026-03-12,10000000271
14,Morning,2026-03-13,10000000260
14,Morning,2026-03-13,10000000261
14,Morning,2026-03-13,10000000262
14,Afternoon,2026-03-13,10000000263
14,Afternoon,2026-03-13,10000000264
14,Afternoon,2026-03-13,10000000265
14,Night,2026-03-13,10000000269
14,Night,2026-03-13,10000000270
14,Night,2026-03-13,10000000271
14,Morning,2026-03-14,10000000260
14,Morning,2026-03-14,10000000261
14,Morning,2026-03-14,10000000262
14,Afternoon,2026-03-14,10000000263
14,Afternoon,2026-03-14,10000000264
14,Afternoon,2026-03-14,10000000265
14,Night,2026-03-14,10000000269
14,Night,2026-03-14,10000000270
14,Night,2026-03-14,10000000271
14,Morning,2026-03-15,10000000260
14,Morning,2026-03-15,10000000261
14,Morning,2026-03-15,10000000262
14,Afternoon,2026-03-15,10000000263
14,Afternoon,2026-03-15,10000000264
14,Afternoon,2026-03-15,10000000265
14,Night,2026-03-15,10000000266
14,Night,2026-03-15,10000000267
14,Night,2026-03-15,10000000268
15,Morning,2026-03-09,10000000280
15,Morning,2026-03-09,10000000281
15,Morning,2026-03-09,10000000282
15,Afternoon,2026-03-09,10000000283
15,Afternoon,2026-03-09,10000000284
15,Afternoon,2026-03-09,10000000285
15,Night,2026-03-09,10000000286
15,Night,2026-03-09,10000000287
15,Night,2026-03-09,10000000288
15,Morning,2026-03-10,10000000280
15,Morning,2026-03-10,10000000281
15,Morning,2026-03-10,10000000282
15,Afternoon,2026-03-10,10000000283
15,Afternoon,2026-03-10,10000000284
15,Afternoon,2026-03-10,10000000285
15,Night,2026-03-10,10000000286
15,Night,2026-03-10,10000000287
15,Night,2026-03-10,10000000288
15,Morning,2026-03-11,10000000280
15,Morning,2026-03-11,10000000281
15,Morning,2026-03-11,10000000282
15,Afternoon,2026-03-11,10000000283
15,Afternoon,2026-03-11,10000000284
15,Afternoon,2026-03-11,10000000285
15,Night,2026-03-11,10000000286
15,Night,2026-03-11,10000000287
15,Night,2026-03-11,10000000288
15,Morning,2026-03-12,10000000280
15,Morning,2026-03-12,10000000281
15,Morning,2026-03-12,10000000282
15,Afternoon,2026-03-12,10000000283
15,Afternoon,2026-03-12,10000000284
15,Afternoon,2026-03-12,10000000285
15,Night,2026-03-12,10000000289
15,Night,2026-03-12,10000000290
15,Night,2026-03-12,10000000291
15,Morning,2026-03-13,10000000280
15,Morning,2026-03-13,10000000281
15,Morning,2026-03-13,10000000282
15,Afternoon,2026-03-13,10000000283
15,Afternoon,2026-03-13,10000000284
15,Afternoon,2026-03-13,10000000285
15,Night,2026-03-13,10000000289
15,Night,2026-03-13,10000000290
15,Night,2026-03-13,10000000291
15,Morning,2026-03-14,10000000280
15,Morning,2026-03-14,10000000281
15,Morning,2026-03-14,10000000282
15,Afternoon,2026-03-14,10000000283
15,Afternoon,2026-03-14,10000000284
15,Afternoon,2026-03-14,10000000285
15,Night,2026-03-14,10000000289
15,Night,2026-03-14,10000000290
15,Night,2026-03-14,10000000291
15,Morning,2026-03-15,10000000280
15,Morning,2026-03-15,10000000281
15,Morning,2026-03-15,10000000282
15,Afternoon,2026-03-15,10000000283
15,Afternoon,2026-03-15,10000000284
15,Afternoon,2026-03-15,10000000285
15,Night,2026-03-15,10000000286
15,Night,2026-03-15,10000000287
15,Night,2026-03-15,10000000288
